"level","position","tech_stack","experience","gender","company","company_size","work_type","city","currency","salary","raise_period"
"Middle","Back-end Developer","Java","1 - 3 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası","32.000 - 32.999","2"
"Junior","Business Analyst","Sql","0 - 1 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","19.000 - 19.999","2"
"Senior","Back-end Developer",".Net","5 - 7 Yıl","Erkek","E-Ticaret","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası","40.000 - 40.999","2"
"Junior","Front-end Developer","JavaScript | Html | Css","0 - 1 Yıl","Kadın","Startup","20 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","23.000 - 23.999","3"
"Senior","Software Architect","Java","15 Yıl ve üzeri","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","75.000 - 79.999","2"
"Senior","Back-end Developer",".Net","10 - 12 Yıl","Erkek","Startup","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","40.000 - 40.999","2"
"Junior","Front-end Developer","JavaScript | Html | Css, React, React Native","0 - 1 Yıl","Erkek","Startup","5 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası","12.000 - 12.999","2"
"Senior","Data Analyst","NodeJS, Python, Ruby, JavaScript | Html | Css","10 - 12 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası","26.000 - 26.999","2"
"Middle","Mobile Application Developer (Android)","Java, Kotlin","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","Aksaray ","₺ - Türk Lirası","20.000 - 20.999","2"
"Middle","Mobile Application Developer (Full Stack)","React Native","1 - 3 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","* Romanya","€ - Euro","3.000 - 3.999","1"
"Senior","Release Manager","Java, Kotlin, Swift","7 - 10 Yıl","Erkek","Kurumsal","250+","Remote","Ankara","₺ - Türk Lirası","42.000 - 42.999","1"
"Junior","Full Stack Developer",".Net, NodeJS, React","1 - 3 Yıl","Kadın","Yazılım Evi & Danışmanlık","5 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","13.000 - 13.999","3"
"Junior","Back-end Developer","Python, C / C++","1 - 3 Yıl","Kadın","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","18.000 - 18.999","2"
"Middle","Full Stack Developer","Java, JavaScript | Html | Css","7 - 10 Yıl","Erkek","Kamu","250+","Ofis","Ankara","₺ - Türk Lirası","24.000 - 24.999","2"
"Junior","Full Stack Developer",".Net, JavaScript | Html | Css, React, Flutter","1 - 3 Yıl","Erkek","Startup","5 - 10 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","13.000 - 13.999","2"
"Senior","Front-end Developer","Objective C, JavaScript | Html | Css, React, Angular, React Native","10 - 12 Yıl","Erkek","Yazılım Evi & Danışmanlık","10 - 20 Kişi","Remote","İstanbul","₺ - Türk Lirası","40.000 - 40.999","1"
"Middle","Back-end Developer","Python","1 - 3 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","15.000 - 15.999","4"
"Senior","Team / Tech Lead","React","5 - 7 Yıl","Erkek","Startup","20 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası","31.000 - 31.999","2"
"Senior","Product Manager","Java, .Net, Php, NodeJS, Kotlin, Swift, JavaScript | Html | Css, Vue, Flutter, React Native","12 - 14 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İzmir","₺ - Türk Lirası","50.000 - 50.999","1"
"Junior","Back-end Developer",".Net, JavaScript | Html | Css","0 - 1 Yıl","Erkek","Yazılım Evi & Danışmanlık","50 - 100 Kişi","Remote","* Kosova","$ - Dolar","14.000 - 14.999","2"
"Senior","Data Scientist","Python","15 Yıl ve üzeri","Erkek","Yazılım Evi & Danışmanlık","250+","Remote","İstanbul","₺ - Türk Lirası","63.000 - 63.999","1"
"Middle","Full Stack Developer",".Net, NodeJS, JavaScript | Html | Css, Vue","3 - 5 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","27.000 - 27.999","1"
"Junior","Embedded Software Developer","C / C++","1 - 3 Yıl","Erkek","Startup","1 - 5 Kişi","Ofis","Konya ","₺ - Türk Lirası","12.000 - 12.999","2"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Kocaeli","₺ - Türk Lirası","31.000 - 31.999","2"
"Senior","Data Scientist","Python","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","32.000 - 32.999","2"
"Senior","Business Analyst ","BA","5 - 7 Yıl","Erkek","Banka","250+","Remote","İstanbul","₺ - Türk Lirası","40.000 - 40.999","2"
"Junior","Full Stack Developer","Go, JavaScript | Html | Css, React","0 - 1 Yıl","Erkek","Startup","1 - 5 Kişi","Remote","Manisa","₺ - Türk Lirası","8.000 - 8.999","3"
"Middle","Front-end Developer","React","1 - 3 Yıl","Erkek","outsource","5 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası","25.000 - 25.999","2"
"Senior","Full Stack Developer",".Net","7 - 10 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","42.000 - 42.999","1"
"Middle","DevOps Engineer","Java, .Net, Python","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İzmir","₺ - Türk Lirası","24.000 - 24.999","2"
"Middle","QA / Automation","Java, Playwright - Selenium","1 - 3 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","* Polonya","€ - Euro","4.000 - 4.999","2"
"Junior","Data Analyst","Python","1 - 3 Yıl","Erkek","Yazılım Evi & Danışmanlık","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","25.000 - 25.999","2"
"Middle","Embedded Software Developer","Python, C / C++, JavaScript | Html | Css, Qt","1 - 3 Yıl","Erkek","Yazılım Evi & Danışmanlık","10 - 20 Kişi","Ofis","Ankara","₺ - Türk Lirası","18.000 - 18.999","2"
"Middle","Front-end Developer","JavaScript | Html | Css, Angular","3 - 5 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","43.000 - 43.999","4"
"Middle","Back-end Developer",".Net","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","30.000 - 30.999","2"
"Junior","Back-end Developer","Java, React","1 - 3 Yıl","Erkek","Banka","250+","Remote","İstanbul","₺ - Türk Lirası","21.000 - 21.999","1"
"Senior","DevOps Engineer","Go, Python","10 - 12 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","75.000 - 79.999","3"
"Middle","Embedded Software Developer","C / C++","5 - 7 Yıl","Kadın","Outsource","100 - 250 Kişi","Ofis","İstanbul","₺ - Türk Lirası","38.000 - 38.999","2"
"Senior","Back-end Developer",".Net","5 - 7 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","55.000 - 55.999","1"
"Senior","CTO","Java, Php, Ruby, JavaScript | Html | Css","15 Yıl ve üzeri","Erkek","Kurumsal","20 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası","16.000 - 16.999","2"
"Junior","Front-end Developer","Angular","1 - 3 Yıl","Erkek","Kurumsal","5 - 10 Kişi","Ofis","Bursa","₺ - Türk Lirası","15.000 - 15.999","3"
"Senior","Back-end Developer",".Net","7 - 10 Yıl","Kadın","Banka","20 - 50 Kişi","Remote","Ankara","₺ - Türk Lirası","40.000 - 40.999","2"
"Senior","DevOps Engineer","Php, NodeJS, Python","10 - 12 Yıl","Erkek","Kurumsal","250+","Remote","İzmir","₺ - Türk Lirası","60.000 - 60.999","2"
"Senior","Full Stack Developer",".Net, JavaScript | Html | Css, React","10 - 12 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","69.000 - 69.999","1"
"Senior","Back-end Developer",".Net","12 - 14 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","45.000 - 45.999","1"
"Middle","Full Stack Developer","Java, JavaScript | Html | Css, React, Angular","3 - 5 Yıl","Erkek","Yazılım Evi & Danışmanlık","20 - 50 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","35.000 - 35.999","2"
"Senior","Full Stack Developer","Java, JavaScript | Html | Css, React","7 - 10 Yıl","Erkek","Banka","250+","Remote","İzmir","₺ - Türk Lirası","51.000 - 51.999","2"
"Senior","Back-end Developer","Java","5 - 7 Yıl","Erkek","Startup","5 - 10 Kişi","Remote","sinop","$ - Dolar","2.000 - 2.999","1"
"Senior","Back-end Developer",".Net","3 - 5 Yıl","Erkek","Hava Yolları","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","35.000 - 35.999","2"
"Junior","Back-end Developer",".Net","1 - 3 Yıl","Erkek","Yazılım Evi & Danışmanlık","20 - 50 Kişi","Remote","İzmir","₺ - Türk Lirası","16.000 - 16.999","2"
"Senior","Team / Tech Lead",".Net","12 - 14 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","69.000 - 69.999","2"
"Senior","Data Scientist","Python, JavaScript | Html | Css","5 - 7 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","39.000 - 39.999","2"
"Senior","Software Architect","Python","7 - 10 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","* İngiltere","£ - Sterlin","5.000 - 5.999","1"
"Senior","Back-end Developer",".Net","10 - 12 Yıl","Erkek","Outsource","250+","Remote","Konya","₺ - Türk Lirası","30.000 - 30.999","2"
"Senior","Full Stack Developer","Java, .Net, Python, JavaScript | Html | Css","12 - 14 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","34.000 - 34.999","2"
"Junior","Front-end Developer","JavaScript | Html | Css","0 - 1 Yıl","Erkek","Startup","5 - 10 Kişi","Remote","Mersin ","$ - Dolar","1.000 - 1.999","1"
"Junior","Full Stack Developer","Java, Angular","0 - 1 Yıl","Erkek","Outsource","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","16.000 - 16.999","2"
"Senior","Database Administrator (DBA)","PL-SQL","12 - 14 Yıl","Erkek","Kurumsal","20 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","51.000 - 51.999","1"
"Senior","Full Stack Developer","Salesforce","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","Kütahya","₺ - Türk Lirası","45.000 - 45.999","1"
"Senior","Full Stack Developer","Php, NodeJS, JavaScript | Html | Css, React","12 - 14 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","45.000 - 45.999","2"
"Junior","DevOps Engineer","Python","1 - 3 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","18.000 - 18.999","2"
"Middle","Full Stack Developer",".Net, Python, JavaScript | Html | Css, Angular","5 - 7 Yıl","Kadın","Endüstriyel","100 - 250 Kişi","Şu an remote ama hibrite döneceğiz.","* Almanya","€ - Euro","3.000 - 3.999","1"
"Middle","Back-end Developer","Java, NodeJS, Python, JavaScript | Html | Css, React","5 - 7 Yıl","Erkek","E-Ticaret","250+","Hibrit (Ofis + Remote)","* Lüksemburg","€ - Euro","6.000 - 6.999","1"
"Senior","Back-end Developer",".Net","12 - 14 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","48.000 - 48.999","4"
"Middle","Back-end Developer","Java","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","30.000 - 30.999","2"
"Senior","Front-end Developer","JavaScript | Html | Css, React, React Native","3 - 5 Yıl","Erkek","Startup","50 - 100 Kişi","Remote","* ABD","$ - Dolar","4.000 - 4.999","1"
"Senior","Full Stack Developer",".Net, NodeJS, Go, Python, React, Vue","7 - 10 Yıl","Erkek","Startup","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","55.000 - 55.999","2"
"Senior","Mobile Application Developer (iOS)","Swift","5 - 7 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","70.000 - 70.999","2"
"Senior","Back-end Developer","Go","3 - 5 Yıl","Erkek","Startup","50 - 100 Kişi","Hibrit (Ofis + Remote)","* ABD","$ - Dolar","8.000 - 8.999","1"
"Senior","Full Stack Developer","Java, .Net, NodeJS, Python, JavaScript | Html | Css, Angular","5 - 7 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","43.000 - 43.999","2"
"Senior","QA / Manuel Test","JavaScript | Html | Css, Cypress ","7 - 10 Yıl","Erkek","Yazılım Evi & Danışmanlık","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","39.000 - 39.999","4"
"Senior","Team / Tech Lead","Python","10 - 12 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","35.000 - 35.999","1"
"Senior","Team / Tech Lead","Java","7 - 10 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","54.000 - 54.999","2"
"Senior","Back-end Developer",".Net","12 - 14 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","47.000 - 47.999","2"
"Middle","Embedded Software Developer","Python, C / C++","3 - 5 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Ofis","İstanbul","₺ - Türk Lirası","41.000 - 41.999","2"
"Senior","Full Stack Developer","Python","7 - 10 Yıl","Erkek","Startup","20 - 50 Kişi","Remote","İzmir","₺ - Türk Lirası","50.000 - 50.999","2"
"Senior","Director of Software Development",".Net, React, Flutter","15 Yıl ve üzeri","Erkek","Startup","5 - 10 Kişi","Ofis","Gaziantep ","₺ - Türk Lirası","25.000 - 25.999","2"
"Middle","Embedded Software Developer","Java, C / C++, Qt","3 - 5 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası","39.000 - 39.999","1"
"Senior","Team / Tech Lead","C / C++","7 - 10 Yıl","Erkek","Startup","20 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","50.000 - 50.999","2"
"Senior","Full Stack Developer","Java, .Net, React","10 - 12 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","27.000 - 27.999","1"
"Middle","Full Stack Developer","Php, NodeJS, JavaScript | Html | Css, Angular","1 - 3 Yıl","Erkek","Startup","5 - 10 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","34.000 - 34.999","4"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css, Angular","3 - 5 Yıl","Erkek","Fabrika ","50 - 100 Kişi","Ofis","Ankara","₺ - Türk Lirası","30.000 - 30.999","1"
"Senior","Back-end Developer","Java","7 - 10 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","48.000 - 48.999","2"
"Senior","Full Stack Developer","JavaScript | Html | Css, ABAP","12 - 14 Yıl","Erkek","Yazılım Evi & Danışmanlık","20 - 50 Kişi","Remote","Kırklareli","₺ - Türk Lirası","65.000 - 65.999","1"
"Middle","Full Stack Developer","C / C++","3 - 5 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","18.000 - 18.999","2"
"Junior","QA / Automation","Java","0 - 1 Yıl","Erkek","Outsource","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","13.000 - 13.999","1"
"Senior","Full Stack Developer","Java, JavaScript | Html | Css, Jquery","12 - 14 Yıl","Erkek","Startup","5 - 10 Kişi","Remote","Ankara","$ - Dolar","3.000 - 3.999","1"
"Junior","Full Stack Developer",".Net, JavaScript | Html | Css","0 - 1 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","20.000 - 20.999","1"
"Junior","Back-end Developer","JavaScript | Html | Css, Camunda","0 - 1 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","13.000 - 13.999","2"
"Senior","Mobile Application Developer (iOS)","Swift, Objective C","7 - 10 Yıl","Erkek","Outsource","20 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası","27.000 - 27.999","1"
"Middle","Business Analyst","Java, .Net, NodeJS, JavaScript | Html | Css, React, Angular, React Native, Unity","1 - 3 Yıl","Erkek","Kamu","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","28.000 - 28.999","2"
"Junior","Network & System Engineer","Python, Linux, K8s, Bash, KVM","1 - 3 Yıl","Erkek","Kurumsal","250+","Ofis","İstanbul","₺ - Türk Lirası","35.000 - 35.999","1"
"Senior","Software Development Manager / Engineering Manager","SAP","15 Yıl ve üzeri","Kadın","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","50.000 - 50.999","2"
"Junior","Back-end Developer",".Net","0 - 1 Yıl","Erkek","Outsource","20 - 50 Kişi","Remote","Trabzon","₺ - Türk Lirası","12.000 - 12.999","2"
"Senior","Back-end Developer",".Net, React, React Native","15 Yıl ve üzeri","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","80.000 - 84.999","1"
"Senior","Full Stack Developer",".Net","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","40.000 - 40.999","2"
"Senior","Front-end Developer","JavaScript | Html | Css, Angular","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","24.000 - 24.999","2"
"Middle","Software Development Manager / Engineering Manager","NodeJS, Swift, JavaScript | Html | Css, React, Vue, Angular, React Native","12 - 14 Yıl","Erkek","E-Ticaret","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","135.000 - 139.999","2"
"Middle","Product Owner","PO","3 - 5 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","29.000 - 29.999","2"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css, Vue","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","23.000 - 23.999","1"
"Senior","Team / Tech Lead","JavaScript | Html | Css, React","7 - 10 Yıl","Erkek","E-Ticaret","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","45.000 - 45.999","1"
"Junior","Back-end Developer","Java","0 - 1 Yıl","Kadın","Diğer","100 - 250 Kişi","Remote","Ankara","₺ - Türk Lirası","10.000 - 10.999","1"
"Middle","Front-end Developer","React","3 - 5 Yıl","Erkek","Dijital / Reklam Ajansı","5 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası","32.000 - 32.999","2"
"Middle","Product Owner","Python","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","29.000 - 29.999","1"
"Junior","Front-end Developer","JavaScript | Html | Css","0 - 1 Yıl","Erkek","Kurumsal","250+","Remote","Bursa","₺ - Türk Lirası","20.000 - 20.999","2"
"Senior","QA / Automation","Java, Python","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","Aydın","₺ - Türk Lirası","31.000 - 31.999","1"
"Middle","Back-end Developer","Troia","3 - 5 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","23.000 - 23.999","1"
"Senior","Back-end Developer","Java","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","Ankara","₺ - Türk Lirası","30.000 - 30.999","1"
"Senior","Back-end Developer","Python, C / C++, JavaScript | Html | Css, Vue, Flutter","7 - 10 Yıl","Erkek","Startup","20 - 50 Kişi","Remote","İstanbul","$ - Dolar","4.000 - 4.999","1"
"Senior","Game Developer","Unity","5 - 7 Yıl","Erkek","Oyun","5 - 10 Kişi","Ofis","İstanbul","₺ - Türk Lirası","40.000 - 40.999","3"
"Middle","Front-end Developer","JavaScript | Html | Css, React, React Native","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","İzmir","₺ - Türk Lirası","20.000 - 20.999","3"
"Middle","Front-end Developer","JavaScript | Html | Css, Vue","1 - 3 Yıl","Kadın","Startup","10 - 20 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","20.000 - 20.999","2"
"Middle","Back-end Developer","Java","3 - 5 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","33.000 - 33.999","4"
"Junior","Front-end Developer","NodeJS, JavaScript | Html | Css, React, Vue, Angular","1 - 3 Yıl","Erkek","Startup","20 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası","22.000 - 22.999","2"
"Senior","Back-end Developer",".Net, Php, NodeJS, Go, Python, C / C++, JavaScript | Html | Css, React, React Native","10 - 12 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","50.000 - 50.999","2"
"Middle","Mobile Application Developer (iOS)","Swift","1 - 3 Yıl","Erkek","Yazılım Evi & Danışmanlık","250+","Remote","İstanbul","₺ - Türk Lirası","26.000 - 26.999","1"
"Senior","Full Stack Developer","JavaScript | Html | Css","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","29.000 - 29.999","2"
"Middle","Front-end Developer","React Native","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası","45.000 - 45.999","4"
"Middle","Mobile Application Developer (Full Stack)","Java, Swift, Objective C, Flutter","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","19.000 - 19.999","2"
"Middle","Product Owner","Jira, azure devops, trello","3 - 5 Yıl","Kadın","Fintech","20 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","25.000 - 25.999","2"
"Junior","Front-end Developer","Python, JavaScript | Html | Css, React, React Native","0 - 1 Yıl","Kadın","Startup","5 - 10 Kişi","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası","15.000 - 15.999","1"
"Middle","Front-end Developer","NodeJS, React","3 - 5 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","55.000 - 55.999","2"
"Senior","Back-end Developer","Java","7 - 10 Yıl","Kadın","Startup","20 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası","40.000 - 40.999","2"
"Middle","Back-end Developer","NodeJS, React, Vue","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İzmir","$ - Dolar","1.000 - 1.999","2"
"Middle","Mobile Application Developer (Android)","Java, .Net, Python, Kotlin, Unity","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","21.000 - 21.999","2"
"Senior","Data Analyst","Sql,Odi,Abinitio","7 - 10 Yıl","Kadın","Telekonumikasyon","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","31.000 - 31.999","1"
"Senior","Front-end Developer",".Net, JavaScript | Html | Css, Angular","3 - 5 Yıl","Erkek","Banka","250+","Şu an remote ama hibrite döneceğiz.","* Kanada","$ - Dolar","4.000 - 4.999","1"
"Junior","Software Development Manager / Engineering Manager","Python","3 - 5 Yıl","Erkek","Yazılım Evi & Danışmanlık","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","14.000 - 14.999","1"
"Middle","Back-end Developer","NodeJS, Python, JavaScript | Html | Css, React","3 - 5 Yıl","Erkek","Dijital / Reklam Ajansı","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","42.000 - 42.999","1"
"Middle","Back-end Developer",".Net","3 - 5 Yıl","Erkek","Startup","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","20.000 - 20.999","2"
"Middle","Back-end Developer","Java, .Net, Php, C / C++","1 - 3 Yıl","Erkek","Kurumsal","20 - 50 Kişi","Remote","Bursa","₺ - Türk Lirası","12.000 - 12.999","3"
"Senior","Full Stack Developer","Php, NodeJS, Objective C, JavaScript | Html | Css, React, React Native","15 Yıl ve üzeri","Erkek","Outsource","5 - 10 Kişi","Ofis","Kocaeli","$ - Dolar","12.000 - 12.999","1"
"Senior","Back-end Developer",".Net","3 - 5 Yıl","Erkek","Outsource","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","34.000 - 34.999","1"
"Senior","Back-end Developer","Java","3 - 5 Yıl","Erkek","Startup","20 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","32.000 - 32.999","2"
"Senior","Back-end Developer",".Net","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İzmir","₺ - Türk Lirası","38.000 - 38.999","2"
"Senior","CTO",".Net, React, Angular, Flutter, Unity","15 Yıl ve üzeri","Erkek","Startup","20 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası","80.000 - 84.999","2"
"Middle","Full Stack Developer","Java, React, Angular","3 - 5 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası","35.000 - 35.999","2"
"Senior","Game Developer","Unity","7 - 10 Yıl","Erkek","Oyun","5 - 10 Kişi","Şu an remote ama hibrite döneceğiz.","İzmir","₺ - Türk Lirası","15.000 - 15.999","1"
"Middle","Back-end Developer","NodeJS","5 - 7 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","* Almanya","€ - Euro","4.000 - 4.999","1"
"Senior","Director of Software Development",".Net, C / C++, Angular","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","80.000 - 84.999","2"
"Senior","Back-end Developer",".Net","1 - 3 Yıl","Erkek","E-Ticaret","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","50.000 - 50.999","2"
"Junior","Back-end Developer","Go, Python, Flutter","0 - 1 Yıl","Erkek","Startup","5 - 10 Kişi","Hibrit (Ofis + Remote)","Balıkesir","₺ - Türk Lirası","22.000 - 22.999","3"
"Senior","Software Development Manager / Engineering Manager","Java, JavaScript | Html | Css, Angular","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Şu an remote ama hibrite döneceğiz.","İstanbul","₺ - Türk Lirası","55.000 - 55.999","3"
"Junior","Full Stack Developer","Java, Php, NodeJS, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Startup","1 - 5 Kişi","Ofis","Balıkesir","₺ - Türk Lirası","10.000 - 10.999","1"
"Senior","Back-end Developer",".Net, JavaScript | Html | Css","7 - 10 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","42.000 - 42.999","2"
