"level","position","tech_stack","experience","gender","company","company_size","work_type","city","currency","salary","raise_period"
"Senior","Software Development Manager / Engineering Manager",".Net, ABAP","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","60.000 - 60.999","2"
"Junior","Full Stack Developer","NodeJS, React","0 - 1 Yıl","Erkek","Startup","1 - 5 Kişi","Hibrit (Ofis + Remote)","* Avusturya","€ - Euro","1.000 - 1.999","1"
"Senior","Back-end Developer","Java, Php, JavaScript | Html | Css, Angular","7 - 10 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Ofis","Ankara","₺ - Türk Lirası","23.000 - 23.999","1"
"Senior","Mobile Application Developer (iOS)","Swift, Objective C","7 - 10 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","55.000 - 55.999","2"
"Middle","Back-end Developer","Python","5 - 7 Yıl","Erkek","Outsource","250+","Remote","* Polonya","€ - Euro","2.000 - 2.999","1"
"Senior","Team / Tech Lead","Java, Kotlin","10 - 12 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","61.000 - 61.999","2"
"Junior","QA / Manuel Test","Java","1 - 3 Yıl","Erkek","Outsource","250+","Şu an remote ama hibrite döneceğiz.","İstanbul","₺ - Türk Lirası","13.000 - 13.999","2"
"Senior","Full Stack Developer",".Net, JavaScript | Html | Css","5 - 7 Yıl","Erkek","Outsource","250+","Remote","Gaziantep","₺ - Türk Lirası","40.000 - 40.999","2"
"Senior","Team / Tech Lead","Java, Php, NodeJS, Python, JavaScript | Html | Css, React","5 - 7 Yıl","Erkek","Startup","20 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","44.000 - 44.999","2"
"Junior","Front-end Developer","Php, React","1 - 3 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası","30.000 - 30.999","2"
"Senior","Full Stack Developer",".Net, JavaScript | Html | Css, React","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası","47.000 - 47.999","1"
"Senior","Data Analyst",".Net","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Ofis","İstanbul","₺ - Türk Lirası","34.000 - 34.999","2"
"Middle","Full Stack Developer",".Net, C / C++","5 - 7 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası","38.000 - 38.999","2"
"Senior","Team / Tech Lead",".Net, JavaScript | Html | Css, Angular","3 - 5 Yıl","Erkek","Banka","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","46.000 - 46.999","2"
"Senior","Back-end Developer",".Net","15 Yıl ve üzeri","Erkek","Kurumsal","100 - 250 Kişi","Remote","Kocaeli","₺ - Türk Lirası","40.000 - 40.999","2"
"Senior","Front-end Developer","React","5 - 7 Yıl","Erkek","Startup","10 - 20 Kişi","Remote","İstanbul","₺ - Türk Lirası","38.000 - 38.999","1"
"Middle","Full Stack Developer","Java, .Net, JavaScript | Html | Css","3 - 5 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","28.000 - 28.999","2"
"Junior","Back-end Developer",".Net","1 - 3 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","21.000 - 21.999","1"
"Junior","DevOps Engineer","Java, .Net, Angular, Flutter, Bash","1 - 3 Yıl","Erkek","Startup","5 - 10 Kişi","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası","22.000 - 22.999","4"
"Senior","Full Stack Developer",".Net, React","10 - 12 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","53.000 - 53.999","2"
"Senior","SAP/ABAP","SAP ","5 - 7 Yıl","Erkek","E-Ticaret","250+","Şu an remote ama hibrite döneceğiz.","İstanbul","₺ - Türk Lirası","36.000 - 36.999","2"
"Senior","ERP","Troia","7 - 10 Yıl","Erkek","ERP","100 - 250 Kişi","Ofis","İstanbul","₺ - Türk Lirası","32.000 - 32.999","1"
"Junior","Back-end Developer","Java","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","23.000 - 23.999","1"
"Junior","Full Stack Developer","Java, .Net, JavaScript | Html | Css","1 - 3 Yıl","Erkek","E-Ticaret","50 - 100 Kişi","Remote","Ankara","₺ - Türk Lirası","18.000 - 18.999","2"
"Senior","Software Architect",".Net, NodeJS, JavaScript | Html | Css, React, Angular, React Native, Unity","15 Yıl ve üzeri","Erkek","Yazılım Evi & Danışmanlık","1 - 5 Kişi","Ofis","Antalya","₺ - Türk Lirası","30.000 - 30.999","1"
"Junior","Front-end Developer","JavaScript | Html | Css","15 Yıl ve üzeri","Erkek","Diğer","5 - 10 Kişi","Ofis","İstanbul","₺ - Türk Lirası","12.000 - 12.999","1"
"Senior","Full Stack Developer","Java, .Net, Kotlin, JavaScript | Html | Css, React, Angular","7 - 10 Yıl","Erkek","Yazılım Evi & Danışmanlık","20 - 50 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","38.000 - 38.999","1"
"Senior","Team / Tech Lead","NodeJS, Python, JavaScript | Html | Css, React","5 - 7 Yıl","Erkek","Startup","250+","Şu an hibrit ama ofise döneceğiz.","İstanbul","₺ - Türk Lirası","54.000 - 54.999","2"
"Middle","Product Manager","Mixpanel, JIRA, Tableau, Figma, Balsamic, PLSQL","3 - 5 Yıl","Kadın","E-Ticaret","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","33.000 - 33.999","2"
"Middle","Full Stack Developer",".Net, Go, Angular","5 - 7 Yıl","Erkek","E-Ticaret","250+","Remote","Kocaeli","₺ - Türk Lirası","49.000 - 49.999","3"
"Middle","Game Developer","C / C++, Unity","1 - 3 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","Kahramanmaraş","₺ - Türk Lirası","30.000 - 30.999","2"
"Middle","Full Stack Developer","Java","1 - 3 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","26.000 - 26.999","2"
"Middle","QA / Automation","Java","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","23.000 - 23.999","2"
"Senior","Team / Tech Lead","Java, Go, Python","5 - 7 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","54.000 - 54.999","2"
"Middle","Front-end Developer","NodeJS, React, Shopify Liquid","12 - 14 Yıl","Erkek","Dijital / Reklam Ajansı","250+","Remote","* ABD","$ - Dolar","2.000 - 2.999","1"
"Senior","Back-end Developer","Go","7 - 10 Yıl","Erkek","E-Ticaret","250+","Remote","Ankara","₺ - Türk Lirası","73.000 - 73.999","2"
"Junior","Back-end Developer","Java","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","20.000 - 20.999","2"
"Junior","Support","Shopware","1 - 3 Yıl","Erkek","E-Ticaret","10 - 20 Kişi","Ofis","İstanbul","₺ - Türk Lirası","15.000 - 15.999","2"
"Senior","Back-end Developer","Python","5 - 7 Yıl","Erkek","Outsource","250+","Remote","Trabzon","₺ - Türk Lirası","55.000 - 55.999","2"
"Middle","Game Developer","Unity","3 - 5 Yıl","Erkek","Oyun","10 - 20 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","21.000 - 21.999","2"
"Senior","Team / Tech Lead",".Net, JavaScript | Html | Css","10 - 12 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","42.000 - 42.999","2"
"Senior","Mobile Application Developer (Android)","Kotlin","3 - 5 Yıl","Erkek","Banka","250+","Remote","İstanbul","₺ - Türk Lirası","44.000 - 44.999","2"
"Junior","Front-end Developer","React","1 - 3 Yıl","Erkek","E-Ticaret","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası","21.000 - 21.999","2"
"Middle","Back-end Developer",".Net, JavaScript | Html | Css","12 - 14 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Ofis","İzmir","₺ - Türk Lirası","22.000 - 22.999","2"
"Middle","QA / Manuel Test","JavaScript | Html | Css","1 - 3 Yıl","Erkek","Startup","10 - 20 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","16.000 - 16.999","1"
"Junior","QA / Manuel Test","Java","1 - 3 Yıl","Kadın","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","15.000 - 15.999","1"
"Senior","SAP/ABAP","SAP ABAP","10 - 12 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","Kırklareli","₺ - Türk Lirası","38.000 - 38.999","1"
"Senior","Team / Tech Lead",".Net","7 - 10 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","60.000 - 60.999","3"
"Senior","Game Developer",".Net, Unity","15 Yıl ve üzeri","Erkek","Oyun","10 - 20 Kişi","Ofis","Ankara","₺ - Türk Lirası","20.000 - 20.999","1"
"Middle","Back-end Developer",".Net, JavaScript | Html | Css, Vue","5 - 7 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","34.000 - 34.999","2"
"Senior","Full Stack Developer","Sap","7 - 10 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","69.000 - 69.999","3"
"Middle","Front-end Developer","Php, JavaScript | Html | Css, React, Vue, Angular","5 - 7 Yıl","Erkek","Freelancer","1 - 5 Kişi","Remote","İstanbul","₺ - Türk Lirası","40.000 - 40.999","1"
"Middle","Software Development Manager / Engineering Manager","Java, NodeJS, Python","3 - 5 Yıl","Erkek","Kurumsal","250+","Şu an hibrit ama ofise döneceğiz.","İstanbul","₺ - Türk Lirası","25.000 - 25.999","2"
"Junior","Full Stack Developer","Java, Python, JavaScript | Html | Css, React, React Native","1 - 3 Yıl","Kadın","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","21.000 - 21.999","2"
"Senior","Mobile Application Developer (Android)","Kotlin","7 - 10 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","50.000 - 50.999","2"
"Junior","Front-end Developer","React","0 - 1 Yıl","Erkek","Kurumsal","5 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası","16.000 - 16.999","2"
"Middle","DevOps Engineer","Python, Yaml","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","45.000 - 45.999","2"
"Senior","Back-end Developer",".Net","5 - 7 Yıl","Erkek","Kripto","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","47.000 - 47.999","1"
"Middle","Back-end Developer","Java, Go, Python, Kotlin","1 - 3 Yıl","Erkek","E-Ticaret","250+","Remote","Kayseri","₺ - Türk Lirası","48.000 - 48.999","2"
"Senior","Back-end Developer",".Net","10 - 12 Yıl","Erkek","Kurumsal","250+","Şu an remote ama hibrite döneceğiz.","İstanbul","₺ - Türk Lirası","39.000 - 39.999","2"
"Middle","Full Stack Developer",".Net, Vue","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","24.000 - 24.999","1"
"Senior","Full Stack Developer","Java, JavaScript | Html | Css, Vue","10 - 12 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","* Almanya","€ - Euro","4.000 - 4.999","1"
"Middle","Full Stack Developer","Java, Pega","1 - 3 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","26.000 - 26.999","2"
"Middle","Back-end Developer","Php, Go, JavaScript | Html | Css","5 - 7 Yıl","Erkek","E-Ticaret","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","37.000 - 37.999","1"
"Senior","Full Stack Developer",".Net","7 - 10 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Hibrit (Ofis + Remote)","Muğla","₺ - Türk Lirası","37.000 - 37.999","1"
"Middle","Front-end Developer","React","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","36.000 - 36.999","2"
"Middle","Back-end Developer","Java","1 - 3 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","Balıkesir","₺ - Türk Lirası","29.000 - 29.999","4"
"Senior","Back-end Developer","Java","3 - 5 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası","42.000 - 42.999","2"
"Junior","Front-end Developer","JavaScript | Html | Css","0 - 1 Yıl","Kadın","E-Ticaret","5 - 10 Kişi","Ofis","İstanbul","₺ - Türk Lirası","9.000 - 9.999","1"
"Senior","Mobile Application Developer (Full Stack)","Kotlin, Swift","5 - 7 Yıl","Kadın","Kurumsal","250+","Remote","Ankara","₺ - Türk Lirası","40.000 - 40.999","2"
"Senior","Back-end Developer",".Net","10 - 12 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","45.000 - 45.999","2"
"Middle","Full Stack Developer","NodeJS, JavaScript | Html | Css, React, Vue, React Native","0 - 1 Yıl","Erkek","Yazılım Evi & Danışmanlık","10 - 20 Kişi","Ofis","Sivas","₺ - Türk Lirası","9.000 - 9.999","1"
"Middle","Front-end Developer","JavaScript | Html | Css, React","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","* Polonya","€ - Euro","2.000 - 2.999","1"
"Middle","Project Manager","SAP","5 - 7 Yıl","Erkek","Kurumsal","250+","Ofis","İstanbul","₺ - Türk Lirası","25.000 - 25.999","2"
"Senior","Back-end Developer",".Net, JavaScript | Html | Css","7 - 10 Yıl","Erkek","Kurumsal","250+","Remote","ANTALYA","₺ - Türk Lirası","45.000 - 45.999","1"
"Middle","Full Stack Developer",".Net, C / C++, ladder","15 Yıl ve üzeri","Erkek","Diğer","1 - 5 Kişi","Ofis","İzmir","₺ - Türk Lirası","17.000 - 17.999","1"
"Middle","Mobile Application Developer (Android)","Flutter","7 - 10 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","34.000 - 34.999","2"
"Senior","Back-end Developer",".Net","3 - 5 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","45.000 - 45.999","1"
"Junior","Front-end Developer","React","0 - 1 Yıl","Erkek","Startup","1 - 5 Kişi","Ofis","İzmir","₺ - Türk Lirası","8.000 - 8.999","1"
"Junior","Full Stack Developer","Python, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Startup","10 - 20 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","25.000 - 25.999","2"
"Senior","Embedded Software Developer","C / C++","7 - 10 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","Kocaeli","₺ - Türk Lirası","48.000 - 48.999","1"
"Junior","DevOps Engineer","Python, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Kurumsal","250+","Ofis","İstanbul","₺ - Türk Lirası","24.000 - 24.999","1"
"Senior","Team / Tech Lead","Java","5 - 7 Yıl","Erkek","Outsource","100 - 250 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","60.000 - 60.999","2"
"Middle","Front-end Developer","JavaScript | Html | Css, Vue","7 - 10 Yıl","Erkek","Yazılım Evi & Danışmanlık","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası","25.000 - 25.999","2"
"Junior","Full Stack Developer",".Net, JavaScript | Html | Css","0 - 1 Yıl","Kadın","Yazılım Evi & Danışmanlık","10 - 20 Kişi","Ofis","İstanbul","₺ - Türk Lirası","10.000 - 10.999","1"
"Senior","Back-end Developer","ABAP","5 - 7 Yıl","Erkek","Yazılım Evi & Danışmanlık","250+","Şu an hibrit ama ofise döneceğiz.","İstanbul","₺ - Türk Lirası","40.000 - 40.999","2"
"Junior","Back-end Developer","Java","1 - 3 Yıl","Erkek","Startup","20 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası","22.000 - 22.999","2"
"Senior","Mobile Application Developer (iOS)","Swift, Objective C","7 - 10 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","64.000 - 64.999","2"
"Middle","Database Administrator (DBA)",".Net, NodeJS, JavaScript | Html | Css, React, SQL, postgreSQL, PLPGSQL","5 - 7 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası","28.000 - 28.999","2"
"Junior","Full Stack Developer",".Net, JavaScript | Html | Css, Mssql","1 - 3 Yıl","Erkek","Banka","250+","Remote","İstanbul","₺ - Türk Lirası","27.000 - 27.999","2"
"Junior","Back-end Developer","Ruby, Gtk","1 - 3 Yıl","Kadın","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası","17.000 - 17.999","1"
"Senior","Front-end Developer","NodeJS, JavaScript | Html | Css, Angular","7 - 10 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","21.000 - 21.999","1"
"Senior","Front-end Developer","JavaScript | Html | Css, React","7 - 10 Yıl","Erkek","E-Ticaret","250+","Şu an remote ama hibrite döneceğiz.","Ankara","₺ - Türk Lirası","55.000 - 55.999","2"
"Middle","Mobile Application Developer (Full Stack)","Flutter","1 - 3 Yıl","Erkek","Startup","1 - 5 Kişi","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası","21.000 - 21.999","1"
"Middle","Back-end Developer","Python, JavaScript | Html | Css","3 - 5 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Ofis","Ankara","₺ - Türk Lirası","29.000 - 29.999","2"
"Senior","Front-end Developer","JavaScript | Html | Css","3 - 5 Yıl","Erkek","E-Ticaret","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","26.000 - 26.999","2"
"Senior","Back-end Developer","Php, Vue","15 Yıl ve üzeri","Erkek","Yazılım Evi & Danışmanlık","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","25.000 - 25.999","2"
"Senior","Back-end Developer","Java","5 - 7 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","47.000 - 47.999","2"
"Senior","Software Architect",".Net","15 Yıl ve üzeri","Erkek","Kurumsal","20 - 50 Kişi","Ofis","İzmir","₺ - Türk Lirası","41.000 - 41.999","1"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css","3 - 5 Yıl","Erkek","E-Ticaret","50 - 100 Kişi","Ofis","Bursa","₺ - Türk Lirası","20.000 - 20.999","1"
"Middle","Full Stack Developer","NodeJS, JavaScript | Html | Css, React","3 - 5 Yıl","Erkek","Kurumsal","5 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","30.000 - 30.999","2"
"Junior","Full Stack Developer",".Net","0 - 1 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","13.000 - 13.999","1"
"Middle","Full Stack Developer",".Net, React, Vue","3 - 5 Yıl","Erkek","Outsource","250+","Remote","İstanbul","₺ - Türk Lirası","25.000 - 25.999","2"
"Senior","Full Stack Developer",".Net, JavaScript | Html | Css","10 - 12 Yıl","Kadın","Kurumsal","250+","Remote","DENİZLİ ","₺ - Türk Lirası","43.000 - 43.999","1"
"Senior","Back-end Developer","Java","7 - 10 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","40.000 - 40.999","1"
"Senior","Software Development Manager / Engineering Manager","Sap","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","80.000 - 84.999","1"
"Senior","Software Development Manager / Engineering Manager","SAP","10 - 12 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","60.000 - 60.999","2"
"Middle","Back-end Developer","Java","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","Ankara","₺ - Türk Lirası","21.000 - 21.999","2"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","Kütahya","₺ - Türk Lirası","38.000 - 38.999","2"
"Senior","Full Stack Developer",".Net","7 - 10 Yıl","Kadın","Kurumsal","50 - 100 Kişi","Ofis","İstanbul","₺ - Türk Lirası","50.000 - 50.999","2"
"Senior","Software Development Manager / Engineering Manager","Java, .Net, Python, C / C++","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","59.000 - 59.999","1"
"Senior","Mobile Application Developer (Full Stack)","React, React Native","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","54.000 - 54.999","2"
"Senior","Director of Software Development","Java","12 - 14 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","120.000 - 124.999","1"
"Middle","Full Stack Developer","Java, .Net, JavaScript | Html | Css, Angular","3 - 5 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","40.000 - 40.999","2"
"Junior","Back-end Developer","Php","1 - 3 Yıl","Erkek","Startup","1 - 5 Kişi","Remote","İstanbul","₺ - Türk Lirası","25.000 - 25.999","1"
"Middle","QA / Manuel Test","Java, NodeJS, Swift, C / C++, JavaScript | Html | Css, React, Flutter, React Native","1 - 3 Yıl","Kadın","Yazılım Evi & Danışmanlık","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası","18.000 - 18.999","1"
"Senior","Data Scientist","Python","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","37.000 - 37.999","2"
